email,master_customer_id,first_name,last_name,full_name_standardized,phone_standardized,crm_city,signup_date,total_spend,last_order_date,num_orders,total_time_spent_seconds,num_sessions,is_vip,days_since_last_order,segment
debra.morton87@gmail.com,eb4124ce-b82c-424b-abd5-dff2e76486e1,,,,,,,243.09,2024-03-19,1.0,0.0,0.0,True,424.0,0
patricia_diaz@hotmail.com,c0806649-955c-4b27-a4f2-3a68c5357378,Patricia,Diaz,Patricia Diaz,,,2024-08-01,79.05,2024-09-19,1.0,0.0,0.0,False,240.0,0
krista@sloan-lynch.com,f0f64f09-6b63-464a-8978-af1b74a41248,Krista,Ramirez,Krista Ramirez,,Oakland,2023-02-07,158.29,2025-01-26,2.0,0.0,0.0,True,111.0,0
victor.molina@gmail.com,33d2b230-1e94-44aa-8417-14f5cbf4c7de,Victor,Molina,Victor Molina,,Mesa,2025-03-07,0.0,,0.0,0.0,0.0,False,,0
jamie.benitez64@hotmail.com,979d1147-5d88-4dd0-bb2c-75096f20e10b,,,,,,,139.72,2024-09-19,1.0,0.0,0.0,True,240.0,0
ryan@thompson.org,f7a24daa-0bda-4b7b-81cf-bf81fb0f1c1a,Ryan,Ward,Ryan Ward,+17748254942,Indianapolis,2024-05-08,1021.68,2023-09-30,1.0,0.0,0.0,True,595.0,1
lauren_mason12@yahoo.com,37ac8bab-bb23-43a2-9111-b96ff930037d,Lauren,Mason,Lauren Mason,+19129191485,San Antonio,2024-11-26,0.0,,0.0,0.0,0.0,False,,0
ashley.lester83@hotmail.com,c961a0ca-88f6-4442-8a68-ce7eb2dc62b4,,,,,,,172.33,2024-10-08,1.0,0.0,0.0,True,221.0,0
jose.joseph70@hotmail.com,028ce6ff-267b-4b24-aa8a-da1fcf6af869,,,,,,,0.0,,0.0,1006.0,3.0,False,,2
evaughn@yahoo.com,8b4fe786-9e64-40ee-879e-336631eec0b5,Eric,Vaughn,Eric Vaughn,,Boston,2022-10-18,0.0,,0.0,0.0,0.0,False,,0
simmonsdwayne@example.org,9f77bd7d-16c1-49c8-9bae-8843fa44acd5,Marissa,Gomez,Marissa Gomez,,Long Beach,2024-09-20,0.0,,0.0,2517.0,6.0,False,,2
renee.wheeler97@yahoo.com,89e45943-1719-4a65-a903-b561a0a111f2,,,,,,,283.12,2025-02-04,1.0,0.0,0.0,True,102.0,0
james_wade50@yahoo.com,d197e7d7-e8fc-46b0-97a4-197300314a43,James,Wade,James Wade,,Denv,2024-05-12,0.0,,0.0,0.0,0.0,False,,0
james_wade50@yahoo.com,d197e7d7-e8fc-46b0-97a4-197300314a43,Jrime,Porter,Jrime Porter,+13149584365,San Antonio,2024-06-15,0.0,,0.0,0.0,0.0,False,,0
victoria@gutierrez.com,cf9b9dc9-bf83-4d3d-95d9-e4c48d2bcf37,Victoria,Elliott,Victoria Elliott,+13415710522,San Diego,2023-10-12,0.0,,0.0,0.0,0.0,False,,0
jjohnson@yahoo.com,f4b82d70-77ba-4ca7-b880-7aa55ef81068,Jordan,Johnson,Jordan Johnson,,Fort Worth,2024-06-04,0.0,,0.0,360.0,1.0,False,,0
corey_webb31@yahoo.com,e435503c-b6b5-4d46-811d-75e061d8a958,Corey,Webb,Corey Webb,,Detroit,2024-01-23,19.01,2024-05-05,1.0,7280.0,19.0,False,377.0,2
steven.williams@hotmail.com,17441212-ef43-4e46-9250-6a3b396e52bc,Steven,Williams,Steven Williams,+15874429363,San Francisco,2023-09-17,598.59,2024-01-07,1.0,0.0,0.0,True,496.0,0
mdavis@gmail.com,1a98027c-28d8-463a-b1fe-6661a92014e4,Mark,Davis,Mark Davis,,Sacramento,2023-08-03,0.0,,0.0,530.0,1.0,False,,0
brent.baldwin@gmail.com,c22e711f-f7d1-43d2-8a53-1f7196c88c20,Brent,Baldwin,Brent Baldwin,,Albuquerque,2023-12-10,171.64,2024-03-17,1.0,0.0,0.0,True,426.0,0
samuel.ryan@gmail.com,7892f136-77ef-479a-9baf-a240b907cae0,Samuel,Ryan,Samuel Ryan,+17069669148,Columbus,2024-04-14,0.0,,0.0,0.0,0.0,False,,0
kristine@martinez.org,93c2ac07-811d-462b-be16-859d9aad2ace,Kristine,Ponce,Kristine Ponce,,Kansas City,2023-11-11,202.05,2024-09-29,2.0,0.0,0.0,True,230.0,1
gutierrezerin@example.net,b0ffe218-f073-47d6-b773-cb876ce12183,Jessica,Higgins,Jessica Higgins,,Milwaukee,2023-01-19,876.13,2025-02-19,4.0,0.0,0.0,True,87.0,1
thomas@moore.net,9b693498-5547-47f6-ac00-ec959580af27,Thomas,Thompson,Thomas Thompson,,Houston,2024-08-15,975.5699999999999,2024-09-30,2.0,0.0,0.0,True,229.0,1
timothy79@example.com,f69c6614-0ecc-4c0c-91d1-cff6f7aaf25b,Teresa,Thompson,Teresa Thompson,+17709516942,Cruzstad,2024-03-31,0.0,,0.0,0.0,0.0,False,,0
tnash@yahoo.com,5fae018a-0e9a-4521-9f75-b39fdcf9edc6,Thomas,Nash,Thomas Nash,,Detroit,2024-11-16,0.0,,0.0,0.0,0.0,False,,0
giii@hotmail.com,7fb6fb59-46b1-4232-b9b9-016cd219af2a,George,Gill,George Gill Iii,,Colorado Springs,2023-06-09,214.43,2023-11-12,1.0,0.0,0.0,True,552.0,0
dana.acosta66@yahoo.com,e1eafc2a-82aa-4ee9-8a00-355d459245ff,,,,,,,324.51,2023-07-07,1.0,0.0,0.0,True,680.0,0
james@robinson.com,cb7094fd-03c9-4cd6-a551-9be467513cfa,James,Bennett,James Bennett,+12053666234,El Paso,2024-06-28,90.12,2023-06-14,1.0,0.0,0.0,False,703.0,0
lhorton@example.net,54364e13-dfaa-4da5-baf0-673c1f2101ef,James,Callahan,James Callahan,+19858654174,Milwaukee,2022-12-22,0.0,,0.0,0.0,0.0,False,,0
bryanshaw@example.org,b4a73ff1-8206-4421-9e4e-be74fbc3b2cc,Allison,Miller,Allison Miller,+16898099146,Los Angeles,2023-05-27,225.6,2025-01-12,2.0,0.0,0.0,True,125.0,1
katherine.lee@hotmail.com,17abc7e4-79cb-4409-919e-4fd9f39c4348,Katherine,Lee,Katherine Lee,+19568885019,Mesa,2023-04-17,51.59,2024-06-09,1.0,0.0,0.0,False,342.0,0
duane@roberts-hartman.org,3e713a21-8b20-46c8-b0b1-ee24b1999195,Duane,Scott,Duane Scott,,,2022-07-16,0.0,,0.0,285.0,1.0,False,,0
leslie.russo42@gmail.com,b3614e57-22f1-4ac9-9963-d2c250cee4dc,,,,,,,437.5,2024-09-12,1.0,0.0,0.0,True,247.0,0
jwood@yahoo.com,769813f0-bbdf-4875-adce-b2c4c5a4cd85,Jennifer,Wood,Jennifer Wood,+17243731577,New Orleans,2024-12-06,0.0,,0.0,0.0,0.0,False,,0
melissa.hampton@yahoo.com,468d56c4-422f-49e3-9470-1cc02f82c949,Melissa,Hampton,Melissa Hampton,+12819322904,Boston,2024-09-10,1815.54,2023-12-01,1.0,0.0,0.0,True,533.0,1
toni.smith80@hotmail.com,1bf51aed-5fe3-4773-b174-6bd5f64f5135,,,,,,,417.23,2024-06-20,1.0,0.0,0.0,True,331.0,0
michael.johnston@hotmail.com,280754d2-3982-4d08-8ba6-92bf184df168,Michael,Johnston,Michael Johnston,+14475158651,Sacramento,2022-08-14,0.0,,0.0,0.0,0.0,False,,0
wrightpatrick@example.net,c5bdb262-6851-467c-9bbe-1bc014d99b3f,Cody,Gutierrez,Cody Gutierrez Dds,+19259296238,Omaha,2024-02-21,0.0,,0.0,871.0,3.0,False,,2
david.greene30@gmail.com,981f961f-2738-4810-8fb2-ae70030b7192,,,,,,,801.75,2023-09-23,1.0,0.0,0.0,True,602.0,1
arnoldjeffrey@example.net,4e0e18d9-0a99-42ce-b139-d5926d1925b0,Edward,Smith,Edward Smith,+13396434951,Colorado Springs,2024-04-23,324.16,2025-01-21,1.0,0.0,0.0,True,116.0,0
kmiller@hotmail.com,b9a49ff8-ebf7-4245-aca9-85c7dbc1e281,Karen,Miller,Karen Miller,,Arlington,2022-12-05,342.67,2023-11-19,1.0,0.0,0.0,True,545.0,0
pfletcher@gmail.com,a8e0d8fb-a04e-4a03-907b-a6751e804ce7,Pamela,Fletcher,Pamela Fletcher,,East Ashley,2024-07-30,0.0,,0.0,0.0,0.0,False,,0
raymond.sanders45@yahoo.com,9e6d8675-de3b-424f-af7d-9ec7c8a83914,,,,,,,75.53,2024-07-13,1.0,622.0,2.0,False,308.0,0
randy.lewis@yahoo.com,c8367524-c1e5-492a-bd75-278351af182a,Randy,Lewis,Randy Lewis,,Atlanta,2022-11-21,0.0,,0.0,0.0,0.0,False,,0
donna.ford@hotmail.com,8a4650bc-c8d7-4335-b768-32f4fee91c7c,Donna,Ford,Donna Ford,+16493977382,Austin,2025-03-10,0.0,,0.0,0.0,0.0,False,,0
michael_yang49@gmail.com,eceb3038-588d-42ff-89ce-b8b64857bcbf,Michael,Yang,Michael Yang,+12153683489,Colorado Springs,2023-12-03,672.71,2025-01-28,2.0,0.0,0.0,True,109.0,1
jesse.mack@hotmail.com,7aba7b1f-de16-4ccc-b204-4e30852e6c0c,Jesse,Mack,Jesse Mack,+12087418797,Mesa,2023-03-06,218.11,2024-06-17,1.0,86.0,2.0,True,334.0,0
jmckay@yahoo.com,0f3f7b18-870b-4186-a5ea-2005ef5bb509,Joel,Mckay,Joel Mckay,,Las Vegas,2023-09-17,40.19,2025-03-13,1.0,0.0,0.0,False,65.0,0
bmiranda@gmail.com,86b9ca84-ece6-427a-a13c-47f6ad2b64b3,Bethany,Miranda,Bethany Miranda,,Mesa,2023-04-13,2435.15,2023-10-02,1.0,565.0,2.0,True,593.0,1
megan.cobb@gmail.com,26359826-4175-47eb-a9a0-e3c558328bf8,Megan,Cobb,Megan Cobb,,Oakland,2024-07-27,2620.28,2025-04-28,3.0,0.0,0.0,True,19.0,1
ssmith@gmail.com,84da22ca-766d-4124-9f25-b35eb8aba7f9,Samuel,Smith,Samuel Smith,,Los Angeles,2024-03-17,1180.32,2024-11-07,3.0,0.0,0.0,True,191.0,1
jgarner@hotmail.com,8c1e92f2-4c53-4b3d-a145-09ac4df28c4e,Jesse,Garner,Jesse Garner,+18395675580,,2023-01-20,668.0699999999999,2024-12-04,2.0,0.0,0.0,True,164.0,1
kelly_fuller6@gmail.com,143b7f45-4dc3-4ddf-9588-01551d5ec190,Kelly,Fuller,Kelly Fuller,,North Kristine,2022-11-09,0.0,,0.0,0.0,0.0,False,,0
cameron.robertson@hotmail.com,d5a73fc9-b4f7-40d1-a6be-469b46d9647f,Cameron,Robertson,Cameron Robertson,,Austin,2024-09-24,922.41,2023-10-25,1.0,0.0,0.0,True,570.0,1
stephen.watson64@yahoo.com,3a73dc59-6780-4832-a7d8-8979b1c55329,,,,,,,50.57,2024-09-21,1.0,0.0,0.0,False,238.0,0
joshua.carson87@yahoo.com,4f72bf91-e3f5-45bc-99f4-d6947dcb7d43,,,,,,,171.65,2024-01-08,1.0,0.0,0.0,True,495.0,0
ajordan@gmail.com,eb7fbd88-727f-429b-9e36-d29e11e8f5da,Alyssa,Jordan,Alyssa Jordan,+18476257296,Louisville,2023-06-29,474.0,2024-07-21,2.0,0.0,0.0,True,300.0,1
erik.kidd44@yahoo.com,b9f416ee-101b-44d2-bbef-16952c9999e8,,,,,,,0.0,,0.0,1400.0,4.0,False,,2
robert.cole66@hotmail.com,588d01ff-cbd1-4dde-8fa9-82f69ee059a2,,,,,,,0.0,,0.0,619.0,2.0,False,,0
uwilliams@example.net,7055f77c-bd0e-493c-9482-eaad33b11566,Vanessa,Kelly,Vanessa Kelly,+15805936201,Oakland,2022-09-03,185.17,2024-03-04,1.0,0.0,0.0,True,439.0,0
bradley.thompson4@yahoo.com,b109c034-ba5f-446c-ae23-2a92877d8808,,,,,,,767.77,2023-07-29,1.0,229.0,1.0,True,658.0,1
xhall@example.net,0f83af12-66cf-493c-8ec0-5b2e8db194ff,Jessica,Reynolds,Jessica Reynolds,+17012959426,Las Ve,2025-01-18,496.35,2024-11-23,1.0,0.0,0.0,True,175.0,0
jason.giles22@gmail.com,9f939400-b595-4f53-a713-9af85d9802dc,,,,,,,53.6,2024-06-27,1.0,0.0,0.0,False,324.0,0
allen_rodriguez@gmail.com,f2d295f0-c854-4705-82fd-83d3ad52889c,Allen,Rodriguez,Allen Rodriguez,+14458017824,Mesa,2025-01-21,96.55,2023-05-21,1.0,0.0,0.0,False,727.0,0
allen_rodriguez@gmail.com,f2d295f0-c854-4705-82fd-83d3ad52889c,Jonathan,Williams,Jonathan Williams,+17607749117,Oklahoma City,2023-03-24,96.55,2023-05-21,1.0,0.0,0.0,False,727.0,0
ediaz@hotmail.com,9931bc56-c897-419f-9a70-ba81dce84ab5,Erica,Diaz,Erica Diaz,+15262120113,Minneapolis,2025-03-07,357.92,2024-07-17,1.0,0.0,0.0,True,304.0,0
bryan.baird36@yahoo.com,51cefe7d-2f1b-41bb-8c8f-0d3ed4788f81,,,,,,,0.0,,0.0,271.0,1.0,False,,0
steven@coleman.com,c2c64ee1-c518-40e1-bd6a-a91d1c98a681,Steven,Stevens,Steven Stevens,+18092008947,Las Vegas,2023-08-09,0.0,,0.0,0.0,0.0,False,,0
david.barrett90@hotmail.com,f98371fd-412f-4ec0-8b23-1c7bb2f4be7b,,,,,,,56.45,2023-11-19,1.0,0.0,0.0,False,545.0,0
kelsey.smith35@yahoo.com,52a74f70-2541-443c-a139-6f551e8ac02a,,,,,,,154.16,2023-09-19,1.0,0.0,0.0,True,606.0,0
antonio.hunt95@gmail.com,7e789bfa-101f-4332-92c8-2340cdf83d25,,,,,,,118.92,2024-08-08,1.0,0.0,0.0,True,282.0,0
damon.carr@yahoo.com,e5b2849e-a99b-4899-8fd3-87c61f9a5944,Damon,Carr,Damon Carr,,Ral,2025-05-14,0.0,,0.0,0.0,0.0,False,,0
angela@miller-martin.info,0b5a1e6d-19c2-49ee-a8ab-0d0e0dbb7155,Angela,Owens,Angela Owens,+19832125310,New York,2024-06-06,0.0,,0.0,0.0,0.0,False,,0
pcraig@yahoo.com,71dea893-e843-4d85-a885-80713c1a0d2b,Patricia,Craig,Patricia Craig,,Oklahoma City,2023-02-09,747.0,2023-12-05,1.0,0.0,0.0,True,529.0,1
charles_ruiz39@gmail.com,2489b70d-e54b-4838-8ea9-cb932127e5cc,Charles,Ruiz,Charles Ruiz,,Boston,2022-07-25,1881.35,2025-04-14,3.0,0.0,0.0,True,33.0,1
janet.vazquez@hotmail.com,6b4aeb9c-cf37-4a6d-adc3-532284d578cf,Janet,Vazquez,Janet Vazquez,+12132803429,Seattle,2024-02-02,352.33,2023-08-24,2.0,0.0,0.0,True,632.0,1
charlotte_long21@yahoo.com,5cacb6cc-b226-426d-9815-310921bc3305,Charlotte,Long,Charlotte Long,,Chicago,2022-08-09,0.0,,0.0,0.0,0.0,False,,0
shawn@spence.com,da19e0af-810d-40f4-86e1-71d91cd250e4,Shawn,Martin,Shawn Martin,+19869783897,Kansas City,2024-08-05,48.89,2024-08-18,1.0,0.0,0.0,False,272.0,0
james_harper@gmail.com,343da002-7f20-48ea-991b-534fef819355,James,Harper,James Harper,,Sacramento,2024-06-26,203.78,2025-04-16,1.0,0.0,0.0,True,31.0,0
eileen.colon@yahoo.com,e875706f-365d-433d-9427-23bcc21f200a,Eileen,Colon,Eileen Colon,,Las Vegas,2024-09-26,190.16,2024-07-31,2.0,0.0,0.0,True,290.0,0
colin_mclaughlin@yahoo.com,831348a7-c1de-4fd2-b6a1-8fdc1b9cddb2,Colin,Mclaughlin,Colin Mclaughlin,+16413909868,Arlington,2022-06-10,157.72,2025-02-07,1.0,781.0,1.0,True,99.0,0
stephanie.suarez44@gmail.com,b77389b2-d0a9-49e2-9683-54e9f70170ad,,,,,,,60.63,2024-01-11,1.0,0.0,0.0,False,492.0,0
cassidy.hicks@hotmail.com,013d633f-79e2-44ab-bcd8-3f68ad753e43,Cassidy,Hicks,Cassidy Hicks,,Fresno,2024-01-02,2195.71,2024-04-11,2.0,0.0,0.0,True,401.0,1
diana.johnson@gmail.com,398b1aeb-7fd9-48b7-8c32-5aeee925855b,Diana,Johnson,Diana Johnson,+17429187330,Arlington,2024-01-24,0.0,,0.0,0.0,0.0,False,,0
diana.johnson@gmail.com,398b1aeb-7fd9-48b7-8c32-5aeee925855b,Timothy,Guerrero,Timothy Guerrero,,Virginia Beach,2023-06-22,0.0,,0.0,0.0,0.0,False,,0
michelle_walker38@yahoo.com,23a0ad59-d750-4109-814e-c17cb6fbe795,Michelle,Walker,Michelle Walker,,Memphis,2024-03-18,0.0,,0.0,611.0,2.0,False,,0
daniel.myers@gmail.com,4950520a-7064-428f-8149-f724fcc739f4,Daniel,Myers,Daniel Myers,,Charlotte,2022-06-26,0.0,,0.0,439.0,1.0,False,,0
daniel.whitehead17@yahoo.com,0bd0caf2-6a91-4e92-9e53-a4a9586491eb,,,,,,,450.81,2023-07-28,1.0,0.0,0.0,True,659.0,0
nicole.ellis68@yahoo.com,e0dd29cf-c117-48f2-b94d-027a0e422f71,,,,,,,552.22,2023-07-05,1.0,0.0,0.0,True,682.0,0
andrew@martin-chen.biz,82ade4af-da7d-48dc-948a-812242c5c194,Andrew,Cruz,Andrew Cruz,,San Antonio,2025-04-25,0.0,,0.0,0.0,0.0,False,,0
shawna.tapia14@yahoo.com,1b061ed5-cb47-4a77-bec0-48c1d67d05de,,,,,,,929.2,2024-04-28,1.0,0.0,0.0,True,384.0,1
mitchell.anderson@hotmail.com,8c873d01-bf21-498c-b0d9-7eed97d75ec1,Mitchell,Anderson,Mitchell Anderson,+13128004371,Long Beach,2025-03-14,0.0,,0.0,0.0,0.0,False,,0
randall.yates93@hotmail.com,549f88b6-07c4-42ae-ac82-9ddeb52a748b,,,,,,,0.0,,0.0,1578.0,6.0,False,,2
amanda.simon15@hotmail.com,0f2a7a98-5a1b-4f08-87f8-bbd302634653,,,,,,,786.01,2023-12-24,1.0,1098.0,3.0,True,510.0,2
christina_taylor11@hotmail.com,74b67b5a-0174-4617-8fc0-e993619719c3,Christina,Taylor,Christina Taylor,+18384240577,Lake Mitchell,2024-03-08,82.28,2024-10-27,1.0,0.0,0.0,False,202.0,0
kiara_tucker1@hotmail.com,fa749093-c697-4a53-befb-8f990637a632,Kiara,Tucker,Kiara Tucker,+17265119434,Los Angeles,2024-12-10,0.0,,0.0,0.0,0.0,False,,0
patricia_santiago@gmail.com,f1b5a42c-57f6-4e9a-9011-bfe64b9d3f15,Patricia,Santiago,Patricia Santiago,+17713704176,Los Angeles,2022-08-16,0.0,,0.0,850.0,4.0,False,,2
patricia_santiago@gmail.com,f1b5a42c-57f6-4e9a-9011-bfe64b9d3f15,Derrick,Schultz,Derrick Schultz,+14699214276,Omaha,2025-03-26,0.0,,0.0,850.0,4.0,False,,2
justin.anderson55@hotmail.com,2c07782d-ac3e-43ed-b71a-26d175aaf502,,,,,,,140.1,2023-05-28,1.0,0.0,0.0,True,720.0,0
regina_vance@yahoo.com,1748bb3d-5170-47ea-bb82-884b6349e862,Regina,Vance,Regina Vance,,Las Vegas,2023-04-30,0.0,,0.0,654.0,2.0,False,,0
alan.woods36@gmail.com,338b5009-9edc-4287-b981-ea166c7b3e28,,,,,,,266.62,2024-11-03,1.0,353.0,2.0,True,195.0,0
timothy.zuniga36@yahoo.com,5c9a8b44-541e-432d-9ab1-6effc6eeeb39,,,,,,,486.93,2023-10-27,1.0,0.0,0.0,True,568.0,0
andrea.moran@gmail.com,8bbfb8f2-15e3-4596-84b9-2e38d10b310d,Andrea,Moran,Andrea Moran,+13102322275,Fresno,2023-01-25,551.5,2024-11-09,2.0,0.0,0.0,True,189.0,1
leah.thomas@yahoo.com,2f13e6c4-84bb-4377-9fcd-ea3abb0b77e7,Leah,Thomas,Leah Thomas,+18153677240,Columbus,2024-09-16,146.55,2024-07-22,1.0,1136.0,3.0,True,299.0,2
leah.thomas@yahoo.com,2f13e6c4-84bb-4377-9fcd-ea3abb0b77e7,Tamml,Johnson,Tamml Johnson,+14412729517,Colorado Springs,2023-05-02,146.55,2024-07-22,1.0,1136.0,3.0,True,299.0,2
leah.thomas@yahoo.com,2f13e6c4-84bb-4377-9fcd-ea3abb0b77e7,Brittany,Smith,Mrs. Brittany Smith,,Chicago,2022-11-30,146.55,2024-07-22,1.0,1136.0,3.0,True,299.0,2
xjames@example.org,55cffb88-d282-4af2-8253-67485dcad0f9,Stephen,Bush,Stephen Bush,+18166614867,Tampa,2022-08-25,0.0,,0.0,0.0,0.0,False,,0
jose.mason@gmail.com,460b0b5c-49d3-420c-a24a-05381d73ae4c,Jose,Mason,Jose Mason,,Atlanta,2023-07-23,47.6,2024-05-04,1.0,0.0,0.0,False,378.0,0
stephanie.peterson@yahoo.com,0a5ff98e-3989-4ea5-ab6f-5db731a21fdc,Stephanie,Peterson,Stephanie Peterson,,,2023-05-23,0.0,,0.0,0.0,0.0,False,,0
adam.davidson57@gmail.com,615ec47f-f365-4f9c-9bfe-c5f8845e131f,,,,,,,0.0,,0.0,594.0,1.0,False,,0
swilliamson@gmail.com,c05bd361-2ab8-4662-ab15-47a7a1043276,Sean,Williamson,Sean Williamson,,Denver,2022-10-12,0.0,,0.0,1112.0,3.0,False,,2
lance.long@yahoo.com,d3d856fe-8331-4bfc-9bce-f50b017e3242,Lance,Long,Lance Long,+15305118105,El Paso,2022-08-02,295.26,2023-12-16,2.0,0.0,0.0,True,518.0,1
fquinn@hotmail.com,6d862c98-7795-4c5c-8e0a-5566e57ed54d,Frank,Quinn,Frank Quinn,,Long Beach,2024-07-20,545.39,2025-03-03,2.0,0.0,0.0,True,75.0,1
natalie.scott83@gmail.com,ddfae0fb-0aaf-4114-9c73-86d455f17d76,,,,,,,162.63,2023-12-18,1.0,1133.0,4.0,True,516.0,2
sarah.duncan52@gmail.com,e506a08c-ad8a-4329-97a3-1483a220c9c3,,,,,,,105.53,2025-01-09,1.0,0.0,0.0,True,128.0,0
taylor.avery14@yahoo.com,9bbb31c4-d68b-482c-a442-c05ea679fc1c,,,,,,,1568.41,2025-04-08,1.0,0.0,0.0,True,39.0,1
chris.ortiz@hotmail.com,30d09302-f4d5-4ae2-8b48-afb310a6a5e7,Chris,Ortiz,Chris Ortiz,,Houston,2024-04-14,81.02,2024-06-24,1.0,0.0,0.0,False,327.0,0
barbara.mitchell28@gmail.com,4bbe2dc3-1a09-4079-a1ca-e43f7db02666,,,,,,,21.07,2025-04-13,1.0,0.0,0.0,False,34.0,0
jacob.gray@hotmail.com,3f73a17a-b4ac-46ce-b7d9-5061148112f7,Jacob,Gray,Jacob Gray,+19072274981,Oakland,2023-09-14,2458.43,2024-07-29,1.0,0.0,0.0,True,292.0,1
christian.larson@yahoo.com,af03fa4c-f09b-4aa3-833b-727b702fecf7,Christian,Larson,Christian Larson,+19062824077,Virginia Beach,2022-07-25,452.52,2024-08-15,2.0,1137.0,2.0,True,275.0,1
chad.ramos39@gmail.com,530ae64e-9fda-4b53-82b5-f4f9403d4651,,,,,,,21.41,2024-09-13,1.0,0.0,0.0,False,246.0,0
cjones@hotmail.com,c064c8f2-833c-4889-8276-22983eba91ed,Cody,Jones,Cody Jones,+15349859568,Mesa,2022-05-23,0.0,,0.0,1092.0,2.0,False,,2
jgriffith@gmail.com,42632f32-747a-4b1c-b29b-60b85531130f,Jordan,Griffith,Jordan Griffith,+15663486940,San Francisco,2024-06-18,201.61,2025-03-15,1.0,0.0,0.0,True,63.0,0
timothy.johnson84@hotmail.com,384ae5da-282a-4baf-a4d2-baa139d7db72,,,,,,,140.37,2024-05-26,1.0,0.0,0.0,True,356.0,0
ashley.bright73@gmail.com,7b4b0d09-a090-4e41-8dd8-dc5d33258f8d,,,,,,,55.59,2024-06-26,1.0,1761.0,3.0,False,325.0,2
swalker@yahoo.com,3aae9abb-5cff-40b7-8e77-3a1bb1d90026,Sharon,Walker,Sharon Walker,,Miami,2024-07-27,41.63,2024-07-29,1.0,0.0,0.0,False,292.0,0
roy_myers@yahoo.com,82887c30-3384-4fa3-b2cc-87993b288784,Roy,Myers,Roy Myers,+12033207491,Washington,2025-03-11,381.12,2023-12-08,1.0,0.0,0.0,True,526.0,0
robert.lopez65@yahoo.com,68c87c06-b575-4c5a-baa6-80e62d8c75a4,,,,,,,304.68,2024-03-06,1.0,0.0,0.0,True,437.0,0
jeffrey.joseph44@hotmail.com,4c789897-3249-42f8-8545-da464bb0a723,,,,,,,428.52,2023-06-02,1.0,0.0,0.0,True,715.0,0
mr.@becker.com,4d5ea06d-6bbc-4c2b-b2f3-7dc4e335ce56,Edward,Garrett,Mr. Edward Garrett,+13316674917,Oklahoma City,2023-07-29,317.53,2024-09-08,1.0,0.0,0.0,True,251.0,0
jeffrey.burch@yahoo.com,9b96960a-c7fd-4e00-bf89-9bcf5ca6ecb4,Jeffrey,Burch,Jeffrey Burch,+15513059545,Long Beach,2023-11-24,0.0,,0.0,0.0,0.0,False,,0
eugene_morales42@gmail.com,8af8f8c1-7188-41e4-8440-c03a8ab502d3,Eugene,Morales,Eugene Morales,,Chicago,2022-11-03,0.0,,0.0,0.0,0.0,False,,0
jennifer.vargas8@gmail.com,dcfe81b3-2ed1-4a29-84b1-ddd3135fb85b,,,,,,,50.45,2025-04-25,1.0,0.0,0.0,False,22.0,0
robin.odom@hotmail.com,4a2faa15-2569-402b-bc9f-31e34741f900,Robin,Odom,Robin Odom,,Colorado Springs,2024-12-31,1861.94,2024-11-10,4.0,0.0,0.0,True,188.0,1
william.stokes@hotmail.com,310e9f0d-c522-4d77-a7d9-be42d86e68a8,William,Stokes,William Stokes,,Charlotte,2024-08-20,271.07,2024-05-04,1.0,0.0,0.0,True,378.0,0
stephen.foster@yahoo.com,68f8bd4f-af01-4c6b-980b-1493a725b6b7,Stephen,Foster,Stephen Foster,,Omaha,2024-02-27,0.0,,0.0,2766.0,7.0,False,,2
marissa48@example.org,53eb8644-e912-4e63-b4c6-8f1dc9657024,Gabriela,Phillips,Gabriela Phillips,+18584784133,New Orleans,2023-10-17,0.0,,0.0,0.0,0.0,False,,0
adds@yahoo.com,4f9e20a3-3838-4d32-8e2c-815790eb3392,Alexa,Gaines,Alexa Gaines Dds,+17633012214,North Connieside,2023-05-26,326.14000000000004,2024-07-14,2.0,0.0,0.0,True,307.0,1
joshua_allen39@yahoo.com,95a4dbf1-77de-462c-a664-6519d77bca83,Joshua,Allen,Joshua Allen,+15068363902,Arlington,2023-09-01,124.14,2024-01-17,1.0,447.0,2.0,True,486.0,0
julie_castaneda@gmail.com,7c2f5c38-e771-4c80-bb06-108c449cee3a,Julie,Castaneda,Julie Castaneda,,El Paso,2025-03-11,309.01,2025-02-10,2.0,277.0,2.0,True,96.0,1
nicole.abbott96@hotmail.com,7bba1e09-f2df-4e23-9b6f-34bcbb470de3,,,,,,,293.38,2024-06-01,1.0,0.0,0.0,True,350.0,0
mark.small@gmail.com,b4a4fd13-4d4e-49c8-8fe2-f5b79b2c0f04,Mark,Small,Mark Small,,Fort Worth,2022-05-31,0.0,,0.0,0.0,0.0,False,,0
csosa@yahoo.com,9257563d-2fc3-4222-9038-43eee7219934,Cory,Sosa,Cory Sosa,+18006127847,,2024-11-02,376.28999999999996,2023-10-18,2.0,0.0,0.0,True,577.0,1
deborah.robinson@hotmail.com,d73cdfa7-b47a-4f88-853c-7a45fe504119,Deborah,Robinson,Deborah Robinson,,Tampa,2023-04-07,0.0,,0.0,0.0,0.0,False,,0
joanna.singleton60@gmail.com,76bf5b58-9005-4094-884f-966f490e7dbc,,,,,,,551.96,2024-07-04,1.0,0.0,0.0,True,317.0,0
sroberts@yahoo.com,8434f402-89e1-483a-8c96-db60394d184f,Sonia,Roberts,Sonia Roberts,,,2022-11-01,1282.17,2023-12-01,1.0,0.0,0.0,True,533.0,1
